StageAreaKeyT ,transaction_id,product_id,customer_id,transaction_date ,online_order,order_status,brand,product_line ,product_class,product_size ,list_price ,standard_cost,product_first_sold_date
11772,11772,70,1690,2017-05-02,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72000000000003,297.43000000000001,1999-07-26
11773,11773,58,2796,2017-11-01,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,1993-06-23
11774,11774,41,3433,2017-01-30,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11775,11775,64,640,2017-07-27,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
11776,11776,16,961,2017-04-02,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.9200000000001,1479.1099999999999,2010-05-05
11777,11777,39,425,2017-04-30,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48000000000002,1997-05-10
11778,11778,64,1254,2017-03-27,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
11779,11779,58,1100,2017-01-02,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,1993-06-23
11780,11780,30,2437,2017-01-03,FALSE,Approved,Solex,Standard,high,medium,748.16999999999996,448.89999999999998,1991-11-10
11781,11781,3,1876,2017-09-05,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
11782,11782,35,2882,2017-11-03,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2008-03-19
11783,11783,72,1951,2017-03-02,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,2015-10-18
11784,11784,55,3,2017-04-21,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11785,11785,84,3319,2017-05-21,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.13999999999999,1993-04-20
11786,11786,70,3154,2017-06-15,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72000000000003,297.43000000000001,1999-07-26
11787,11787,79,3043,2017-07-02,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
11788,11788,33,15,2017-07-06,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
11789,11789,20,33,2017-09-28,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.8099999999999,1580.47,1996-04-05
11790,11790,95,3148,2017-01-10,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.55999999999995,528.42999999999995,2016-03-29
11791,11791,12,3148,2017-03-04,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.1500000000001,161.59999999999999,2010-05-05
11792,11792,94,3264,2017-07-12,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.65999999999997,2013-06-09
11793,11793,86,1234,2017-04-25,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.06999999999999,2013-06-09
11794,11794,28,564,2017-02-10,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11795,11795,33,877,2017-12-13,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.4400000000001,1167.1800000000001,1992-10-11
11796,11796,69,1665,2017-03-29,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.3099999999999,795.10000000000002,2011-01-10
11797,11797,66,1129,2017-10-09,TRUE,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
11798,11798,4,1091,2017-02-26,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
11799,11799,77,1885,2017-11-17,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.6400000000001,108.76000000000001,2007-12-11
11800,11800,98,1243,2017-02-15,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.38999999999999,215.03,1991-05-06
11801,11801,30,1125,2017-07-23,TRUE,Approved,Solex,Standard,high,medium,748.16999999999996,448.89999999999998,1991-11-10
11802,11802,52,185,2017-08-16,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.50999999999999,2001-11-25
11803,11803,0,1691,2017-01-20,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11804,11804,48,201,2017-04-01,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.51999999999998,2012-06-04
11805,11805,3,3443,2017-05-14,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
11806,11806,24,242,2017-04-08,FALSE,Approved,Solex,Road,medium,large,1777.8,820.77999999999997,2011-05-07
11807,11807,49,2072,2017-12-22,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11808,11808,78,944,2017-04-04,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48000000000002,2004-07-25
11809,11809,22,1241,2017-08-24,FALSE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,1996-04-05
11810,11810,74,2852,2017-05-12,TRUE,Cancelled,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
11811,11811,26,840,2017-04-02,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.9300000000001,762.63,2016-11-22
11812,11812,38,2862,2017-03-01,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
11813,11813,40,1313,2017-05-12,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11814,11814,66,978,2017-08-03,TRUE,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
11815,11815,38,1702,2017-11-15,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
11816,11816,36,1552,2017-05-04,FALSE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11817,11817,83,1517,2017-08-15,FALSE,Approved,Solex,Touring,medium,large,2083.9400000000001,675.02999999999997,2013-09-16
11818,11818,15,3445,2017-02-09,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11819,11819,20,155,2017-12-22,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.8099999999999,1580.47,1996-04-05
11820,11820,37,2428,2017-02-10,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.4300000000001,248.81999999999999,1999-07-20
11821,11821,1,3372,2017-06-29,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
11822,11822,28,991,2017-06-28,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11823,11823,67,2280,2017-03-27,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.04999999999995,376.83999999999997,2005-10-22
11824,11824,90,797,2017-02-18,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
11825,11825,3,44,2017-04-17,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
11826,11826,1,878,2017-07-21,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
11827,11827,67,3208,2017-09-21,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.04999999999995,376.83999999999997,2005-10-22
11828,11828,36,1574,2017-09-09,FALSE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11829,11829,27,2315,2017-05-20,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
11830,11830,81,1831,2017-03-16,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45000000000005,521.94000000000005,1991-07-10
11831,11831,54,842,2017-05-13,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.8399999999999,13.44,2015-10-18
11832,11832,49,588,2017-11-12,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11833,11833,64,1815,2017-06-18,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
11834,11834,0,96,2017-05-09,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11835,11835,99,504,2017-05-22,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.3399999999999,770.88999999999999,1994-08-10
11836,11836,81,1870,2017-06-10,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45000000000005,521.94000000000005,1991-07-10
11837,11837,84,2646,2017-02-09,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.13999999999999,1993-04-20
11838,11838,97,825,2017-10-11,FALSE,Approved,OHM Cycles,Road,medium,medium,742.53999999999996,667.39999999999998,2014-03-03
11839,11839,9,13,2017-02-08,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11840,11840,95,2685,2017-11-16,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.55999999999995,528.42999999999995,2016-03-29
11841,11841,83,590,2017-09-01,FALSE,Approved,Solex,Touring,medium,large,2083.9400000000001,675.02999999999997,2013-09-16
11842,11842,12,1875,2017-03-23,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.1500000000001,161.59999999999999,2010-05-05
11843,11843,0,2034,2017-05-22,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11844,11844,38,771,2017-07-20,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
11845,11845,67,652,2017-10-06,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.04999999999995,376.83999999999997,2005-10-22
11846,11846,51,1557,2017-09-14,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.6600000000001,1203.4000000000001,1997-10-04
11847,11847,23,2834,2017-10-25,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23
11848,11848,40,1131,2017-07-11,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11849,11849,54,549,2017-11-20,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.8399999999999,13.44,2015-10-18
11850,11850,16,3036,2017-05-18,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.9200000000001,1479.1099999999999,2010-05-05
11851,11851,49,2877,2017-08-09,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11852,11852,9,2951,2017-06-10,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11853,11853,69,2237,2017-06-13,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.3099999999999,795.10000000000002,2011-01-10
11854,11854,36,90,2017-03-26,TRUE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11855,11855,30,1369,2017-05-07,FALSE,Approved,Solex,Standard,high,medium,748.16999999999996,448.89999999999998,1991-11-10
11856,11856,66,3090,2017-12-02,TRUE,Approved,Giant Bicycles,Road,low,small,590.25999999999999,525.33000000000004,2010-11-05
11857,11857,5,1817,2017-06-20,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
11858,11858,3,853,2017-05-20,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
11859,11859,88,2988,2017-05-21,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.9200000000001,1479.1099999999999,1993-07-15
11860,11860,38,1028,2017-06-20,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
11861,11861,93,1367,2017-12-10,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.1700000000001,874.89999999999998,2006-02-02
11862,11862,76,867,2017-01-31,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2016-03-29
11863,11863,74,623,2017-09-28,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
11864,11864,88,1643,2017-06-18,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.9200000000001,1479.1099999999999,1993-07-15
11865,11865,0,2476,2017-12-04,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11866,11866,13,171,2017-06-19,TRUE,Approved,Solex,Standard,medium,medium,1163.8900000000001,589.26999999999998,2016-07-09
11867,11867,4,271,2017-04-22,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
11868,11868,45,2815,2017-03-12,FALSE,Approved,Solex,Standard,medium,medium,441.49000000000001,84.989999999999995,2001-11-25
11869,11869,55,2016,2017-06-14,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11870,11870,96,3123,2017-07-02,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
11871,11871,36,1957,2017-06-19,FALSE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11872,11872,53,2379,2017-06-29,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.9300000000001,764.96000000000004,2009-03-08
11873,11873,4,51,2017-03-11,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
11874,11874,1,2095,2017-04-22,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
11875,11875,23,859,2017-02-04,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23
11876,11876,18,2297,2017-06-02,TRUE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,2013-03-12
11877,11877,29,1229,2017-11-03,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03
11878,11878,48,1842,2017-03-05,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.51999999999998,2012-06-04
11879,11879,70,1743,2017-09-07,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72000000000003,297.43000000000001,1999-07-26
11880,11880,18,3322,2017-07-29,FALSE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,2013-03-12
11881,11881,1,1680,2017-01-15,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
11882,11882,0,1724,2017-05-31,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11883,11883,99,1989,2017-01-25,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.3399999999999,770.88999999999999,1994-08-10
11884,11884,31,905,2017-07-17,TRUE,Approved,WeareA2B,Standard,medium,medium,752.63999999999999,205.36000000000001,2002-03-22
11885,11885,0,548,2017-11-01,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11886,11886,53,1430,2017-09-13,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.9300000000001,764.96000000000004,2009-03-08
11887,11887,26,2684,2017-03-10,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.9300000000001,762.63,2016-11-22
11888,11888,77,2601,2017-06-11,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.6400000000001,108.76000000000001,2007-12-11
11889,11889,40,1252,2017-12-21,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11890,11890,74,1627,2017-05-17,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
11891,11891,90,468,2017-01-17,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
11892,11892,46,1704,2017-02-09,FALSE,Approved,Solex,Standard,low,medium,1289.8499999999999,74.510000000000005,2001-11-25
11893,11893,55,69,2017-04-22,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11894,11894,47,3212,2017-11-07,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.4200000000001,2006-10-01
11895,11895,38,438,2017-11-07,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
11896,11896,49,610,2017-10-04,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11897,11897,28,1908,2017-03-22,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11898,11898,9,2260,2017-05-28,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11899,11899,49,1864,2017-01-14,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11900,11900,39,2869,2017-05-09,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48000000000002,1997-05-10
11901,11901,55,1093,2017-03-19,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11902,11902,51,580,2017-11-06,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.6600000000001,1203.4000000000001,1997-10-04
11903,11903,59,2315,2017-05-29,FALSE,Approved,Solex,Standard,medium,large,1061.5599999999999,733.58000000000004,1993-07-20
11904,11904,34,3116,2017-06-04,TRUE,Approved,Norco Bicycles,Road,high,large,774.52999999999997,464.72000000000003,2003-03-18
11905,11905,23,237,2017-04-12,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23
11906,11906,18,1155,2017-02-07,FALSE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,2013-03-12
11907,11907,100,1259,2017-01-13,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.5899999999999,206.34999999999999,1991-05-06
11908,11908,74,1435,2017-08-04,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
11909,11909,46,312,2017-02-12,TRUE,Approved,Solex,Standard,low,medium,1289.8499999999999,74.510000000000005,2001-11-25
11910,11910,49,2768,2017-01-22,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11911,11911,53,3297,2017-01-14,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.9300000000001,764.96000000000004,2009-03-08
11912,11912,85,1285,2017-07-19,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
11913,11913,20,3343,2017-02-05,,Approved,Trek Bicycles,Standard,medium,small,1775.8099999999999,1580.47,1996-04-05
11914,11914,4,1475,2017-12-11,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2011-04-16
11915,11915,27,87,2017-01-25,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
11916,11916,86,104,2017-06-17,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.06999999999999,2013-06-09
11917,11917,60,684,2017-03-05,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
11918,11918,47,835,2017-03-30,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.4200000000001,2006-10-01
11919,11919,37,1258,2017-02-13,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.4300000000001,248.81999999999999,1999-07-20
11920,11920,17,587,2017-10-26,FALSE,Approved,Solex,Standard,high,medium,1024.6600000000001,614.79999999999995,1996-11-09
11921,11921,63,2574,2017-05-02,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.590000000000003,1998-12-17
11922,11922,10,18,2017-06-24,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.6800000000001,363.25,2014-03-03
11923,11923,41,2095,2017-02-21,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11924,11924,41,2464,2017-12-24,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11925,11925,41,1621,2017-09-10,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11926,11926,36,66,2017-06-26,FALSE,Cancelled,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11927,11927,9,1405,2017-04-22,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11928,11928,62,3415,2017-09-19,TRUE,Approved,Solex,Standard,medium,medium,478.16000000000003,298.72000000000003,1993-06-23
11929,11929,64,2117,2017-01-20,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
11930,11930,65,2779,2017-12-19,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69000000000005,2015-05-21
11931,11931,43,936,2017-07-08,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49000000000001,1993-04-12
11932,11932,25,2552,2017-05-03,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.64999999999998,1993-05-26
11933,11933,53,1367,2017-04-26,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.9300000000001,764.96000000000004,2009-03-08
11934,11934,19,2029,2017-11-11,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
11935,11935,0,2926,2017-07-31,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11936,11936,85,1554,2017-06-08,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.0699999999999,400.91000000000003,2000-05-22
11937,11937,100,2063,2017-06-30,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.5899999999999,206.34999999999999,1991-05-06
11938,11938,18,889,2017-02-04,FALSE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,2013-03-12
11939,11939,63,2374,2017-11-02,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.590000000000003,1998-12-17
11940,11940,18,1646,2017-11-25,TRUE,Approved,Solex,Standard,medium,medium,575.26999999999998,431.44999999999999,2013-03-12
11941,11941,7,2414,2017-08-03,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43000000000001,2003-08-05
11942,11942,52,1742,2017-10-22,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.50999999999999,2001-11-25
11943,11943,77,2732,2017-05-26,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.6400000000001,108.76000000000001,2007-12-11
11944,11944,83,1661,2017-02-20,FALSE,Approved,Solex,Touring,medium,large,2083.9400000000001,675.02999999999997,2013-09-16
11945,11945,90,1659,2017-05-15,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.00999999999999,290.41000000000003,2005-05-10
11946,11946,79,2489,2017-03-23,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
11947,11947,49,738,2017-10-22,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.50999999999999,400.13,1997-10-04
11948,11948,9,1443,2017-02-08,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.1400000000001,1082.3599999999999,1991-08-05
11949,11949,99,2885,2017-08-20,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.3399999999999,770.88999999999999,1994-08-10
11950,11950,24,2489,2017-01-16,TRUE,Approved,Solex,Road,medium,large,1777.8,820.77999999999997,2011-05-07
11951,11951,36,72,2017-10-11,TRUE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11952,11952,82,3143,2017-01-05,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.6400000000001,689.17999999999995,2005-05-10
11953,11953,84,3232,2017-04-20,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.13999999999999,1993-04-20
11954,11954,64,3310,2017-06-24,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.3599999999999,1759.8499999999999,2011-08-24
11955,11955,0,407,2017-03-20,FALSE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11956,11956,84,1250,2017-07-05,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.13999999999999,1993-04-20
11957,11957,0,1600,2017-12-10,TRUE,Approved,Solex,Standard,medium,medium,100.34999999999999,75.260000000000005,2004-01-16
11958,11958,15,1533,2017-04-26,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11959,11959,27,410,2017-08-15,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40000000000001,2010-06-07
11960,11960,81,3299,2017-07-17,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45000000000005,521.94000000000005,1991-07-10
11961,11961,87,2922,2017-10-24,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9000000000001,44.710000000000001,2000-05-22
11962,11962,5,1388,2017-11-12,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
11963,11963,71,1183,2017-10-07,FALSE,Approved,Solex,Standard,high,large,1842.9200000000001,1105.75,2016-12-06
11964,11964,57,3298,2017-01-06,FALSE,Approved,WeareA2B,Touring,medium,large,1890.3900000000001,260.13999999999999,1991-01-21
11965,11965,87,992,2017-09-26,,Approved,OHM Cycles,Standard,medium,medium,1636.9000000000001,44.710000000000001,2000-05-22
11966,11966,57,399,2017-07-25,TRUE,Approved,WeareA2B,Touring,medium,large,1890.3900000000001,260.13999999999999,1991-01-21
11967,11967,79,2541,2017-02-14,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
11968,11968,36,1498,2017-11-18,FALSE,Approved,Solex,Standard,low,medium,945.03999999999996,507.57999999999998,1995-12-19
11969,11969,17,1884,2017-06-12,TRUE,Approved,Solex,Standard,high,medium,1024.6600000000001,614.79999999999995,1996-11-09
11970,11970,15,3144,2017-10-27,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74000000000001,748.89999999999998,2005-12-07
11971,11971,58,215,2017-06-16,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,1993-06-23
11972,11972,58,3039,2017-11-10,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.51999999999998,141.40000000000001,1993-06-23
11973,11973,80,1925,2017-12-18,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.4400000000001,596.54999999999995,2012-05-18
11974,11974,3,2652,2017-04-11,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.4699999999998,388.92000000000002,2012-09-15
11975,11975,1,1000,2017-07-15,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82000000000005,2012-09-15
11976,11976,79,1036,2017-07-21,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
11977,11977,79,2545,2017-04-09,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.5799999999999,818.00999999999999,2003-09-09
11978,11978,38,1110,2017-04-13,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.50999999999999,2011-03-16
11979,11979,55,2101,2017-11-21,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.1900000000001,598.75999999999999,2003-07-21
11980,11980,70,2140,2017-06-09,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72000000000003,297.43000000000001,1999-07-26
11981,11981,52,632,2017-11-19,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.50999999999999,2001-11-25
11982,11982,5,3311,2017-07-24,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.1300000000001,677.48000000000002,2005-08-09
